iter	Logloss
336	0.3637281482
337	0.3636436397
338	0.3636178445
339	0.3635656835
340	0.3634872189
341	0.3634492363
342	0.3633466021
343	0.3632452967
344	0.3630806703
345	0.3629186093
346	0.3628898804
347	0.3627805308
348	0.3627454704
349	0.3627092445
350	0.362649829
351	0.3626172378
352	0.3625798544
353	0.362551205
354	0.3624583906
355	0.3624249986
356	0.3623941634
357	0.3621724905
358	0.3621430147
359	0.3620684507
360	0.3620272816
361	0.3619923369
362	0.3619339581
363	0.361909536
364	0.361891255
365	0.3618714981
366	0.3618056229
367	0.3617834914
368	0.3617389329
369	0.3616777622
370	0.3615854167
371	0.3615596365
372	0.3614843846
373	0.3614564423
374	0.3614296924
375	0.3613738592
376	0.3613460792
377	0.3613268497
378	0.361301036
379	0.3612495414
380	0.3611896967
381	0.3611599858
382	0.3611191258
383	0.3610709792
384	0.3609587254
385	0.3608614682
386	0.3608371281
387	0.3607840551
388	0.3607033922
389	0.3606181303
390	0.3605750398
391	0.3605606255
392	0.3605549692
393	0.3605479627
394	0.3604083181
395	0.3603832563
396	0.3603579419
397	0.360336772
398	0.3603139998
399	0.3601972251
400	0.3601645434
401	0.3601582998
402	0.3601479935
403	0.3600397371
404	0.3600253589
405	0.3599741883
406	0.3599379732
407	0.35988315
408	0.3598357605
409	0.3598066749
410	0.3597402476
411	0.3597021602
412	0.3596559362
413	0.3596371103
414	0.3596153573
415	0.3595503056
416	0.3595027281
417	0.3594223167
418	0.3593521896
419	0.359338488
420	0.3593000263
421	0.3592333617
422	0.3592042255
423	0.3591865068
424	0.3591514074
425	0.3591204616
426	0.3590804237
427	0.3590735143
428	0.3590310422
429	0.3590247781
430	0.3589714164
431	0.3589364601
432	0.3589055658
433	0.3588544044
434	0.3588148092
435	0.3588019667
436	0.3587748574
437	0.3587248241
438	0.3586821803
439	0.3586456982
440	0.3586276896
441	0.3585377213
442	0.3585067818
443	0.3584670168
444	0.3584339973
445	0.3584247846
446	0.3583922833
447	0.3583526365
448	0.3583333376
449	0.3582885851
450	0.3582535808
451	0.3582235564
452	0.3582052536
453	0.3581966636
454	0.358178172
455	0.3581612479
456	0.3581445893
457	0.3581230787
458	0.3580539031
459	0.3580240764
460	0.3579827252
461	0.3579775031
462	0.3579468611
463	0.3579228006
464	0.357870147
465	0.3578541949
466	0.3578214963
467	0.3578046281
468	0.3577771793
469	0.3577597038
470	0.3577274312
471	0.357678886
472	0.3576453802
473	0.3576334108
474	0.3576067213
475	0.3575388808
476	0.3575158084
477	0.3574965046
478	0.357467759
479	0.3574405468
480	0.3574183432
481	0.3573861789
482	0.3572813306
483	0.3572410467
484	0.357206802
485	0.3571884776
486	0.3571263688
487	0.3571136429
488	0.3570142922
489	0.3569917434
490	0.3569684317
491	0.3569609696
492	0.3569281024
493	0.3569034818
494	0.356867666
495	0.3568542369
496	0.356840283
497	0.3567976794
498	0.3567258286
499	0.3566819288
500	0.3566670691
501	0.3566628191
502	0.3566272993
503	0.356597298
504	0.3565471718
505	0.3565403872
506	0.3565188145
507	0.3564978939
508	0.3564901626
509	0.3564839359
510	0.3564514206
511	0.3564086298
512	0.3563894911
513	0.3563509374
514	0.3563437862
515	0.3563330403
516	0.356312596
517	0.3562917247
518	0.3562846578
519	0.3562729448
520	0.3562284954
521	0.3562139543
522	0.3561615145
523	0.3561465063
524	0.3561191234
525	0.3560911367
526	0.3560368096
527	0.3560143946
528	0.3559287292
529	0.3559009897
530	0.3558811201
531	0.3558531679
532	0.3558189024
533	0.3557902875
534	0.3557529747
535	0.3557180784
536	0.3557140914
537	0.3557010922
538	0.3556712785
539	0.3556543741
540	0.3556307474
541	0.3555543547
542	0.3555387105
543	0.3555254777
544	0.3555096322
545	0.3554860569
546	0.3554717762
547	0.355456196
548	0.3554436487
549	0.3554213394
550	0.3554149608
551	0.355372356
552	0.3553662124
553	0.3553544594
554	0.3553215974
555	0.3553100157
556	0.3552437773
557	0.3552263745
558	0.3552011387
559	0.3551712961
560	0.3551462253
561	0.3550836853
562	0.3550645686
563	0.3550494642
564	0.3550299479
565	0.3550235919
566	0.3549757746
567	0.3549695072
568	0.3549443753
569	0.3549385766
570	0.3549098251
571	0.3548791984
572	0.3548651006
573	0.354843825
574	0.3548270683
575	0.3547852667
576	0.3547195255
577	0.3546853285
578	0.3546223887
579	0.3546185734
580	0.3545887856
581	0.3545613536
582	0.3545313559
583	0.3544987757
584	0.3544758937
585	0.3544440652
586	0.3543637537
587	0.3543093208
588	0.3542655892
589	0.3542022305
590	0.3541965193
591	0.3541815042
592	0.3541605789
593	0.3541059827
594	0.3540720808
595	0.354052787
596	0.3540479158
597	0.354043286
598	0.3540290706
599	0.3539843485
600	0.353962099
601	0.3539446506
602	0.3539165259
603	0.3538662995
604	0.3538563618
605	0.3538448712
606	0.3538061764
607	0.3537392339
608	0.3536841824
609	0.3536543414
610	0.3536291713
611	0.3536186909
612	0.3535858193
613	0.3535621482
614	0.3535575235
615	0.35355197
616	0.3535462309
617	0.3535027918
618	0.3534898302
619	0.3534825182
620	0.3534519629
621	0.3534349943
622	0.3533863157
623	0.3533815969
624	0.3533645676
625	0.3533523348
626	0.353320981
627	0.3533103981
628	0.3532924282
629	0.3532517554
630	0.353247687
631	0.3532359805
632	0.3532291229
633	0.3532184555
634	0.3531908968
635	0.3531798409
636	0.353162959
637	0.3531591434
638	0.3531205947
639	0.3531096929
640	0.3531009362
641	0.3530754525
642	0.3529951356
643	0.3529442728
644	0.352924322
645	0.3529034848
646	0.3528856304
647	0.352878412
648	0.352870818
649	0.3528510608
650	0.3528328745
651	0.3527865192
652	0.352774216
653	0.3527446631
654	0.3527184598
655	0.3527110461
656	0.3526957345
657	0.3526755943
658	0.3526619178
659	0.3526497527
660	0.3526190249
661	0.3526067082
662	0.3525697492
663	0.352560642
664	0.3525404099
665	0.3525373436
666	0.3525120847
667	0.3524826422
668	0.3524663778
669	0.3524620063
670	0.3524210423
671	0.3523952937
672	0.3523602205
673	0.3523546337
674	0.3523443017
675	0.3523123765
676	0.3522439795
677	0.3522294169
678	0.3522096061
679	0.3521953615
680	0.3521788847
681	0.352176507
682	0.3521737412
683	0.3521541753
684	0.3521345335
685	0.3521162855
686	0.3520903982
687	0.3520867854
688	0.3520599641
689	0.3520499871
690	0.3520329417
691	0.3519853467
692	0.3519670036
693	0.3519401749
694	0.3519276326
695	0.3519037585
696	0.3518934218
697	0.3518723434
698	0.35183687
699	0.3518073809
700	0.351785325
701	0.3517663331
702	0.3517490165
703	0.3517312181
704	0.3517049599
705	0.3516969547
706	0.3516774267
707	0.3516727603
708	0.3516661595
709	0.3516308056
710	0.3516111465
711	0.3515937674
712	0.3515461444
713	0.3515266542
714	0.3515150653
715	0.3515125516
716	0.3514971095
717	0.3514751189
718	0.3514491508
719	0.3514300185
720	0.3514109388
721	0.3513776258
722	0.3513680603
723	0.351341205
724	0.3513238872
725	0.3512961071
726	0.3512788745
727	0.3512606688
728	0.3512524033
729	0.351249946
730	0.3512401143
731	0.351200202
732	0.3511379884
733	0.3511347295
734	0.3511116848
735	0.3510874352
736	0.3510487771
737	0.3510232911
738	0.3510008771
739	0.3509869868
740	0.3509692777
741	0.3509380248
742	0.3509211167
743	0.3509109203
744	0.3509035476
745	0.3508716502
746	0.3508622157
747	0.3508415078
748	0.3508376207
749	0.3508261471
750	0.3508077213
751	0.3507947602
752	0.350780484
753	0.3507627588
754	0.3507391092
755	0.3507225993
756	0.3507100834
757	0.3507028791
758	0.3506860631
759	0.350675074
760	0.3506581105
761	0.3506148956
762	0.350567837
763	0.3505367373
764	0.350534749
765	0.3505203856
766	0.3505135842
767	0.3505044981
768	0.3504833833
769	0.3504521725
770	0.3504111334
771	0.3503960172
772	0.3503674965
773	0.350363926
774	0.3503596566
775	0.3503270662
776	0.3503089272
777	0.3502544539
778	0.3502417639
779	0.3501864958
780	0.3501439825
781	0.3501071036
782	0.350103948
783	0.3500940057
784	0.350087816
785	0.3500703801
786	0.3500382044
787	0.3500106146
788	0.3499974974
789	0.3499935264
790	0.3499850473
791	0.3499699583
792	0.3499474584
793	0.3499307515
794	0.3498962095
795	0.3498876632
796	0.3498796769
797	0.3498567639
798	0.3498282504
799	0.3497847975
800	0.3497770349
801	0.3497527076
802	0.3497429293
803	0.3497182361
804	0.3496810489
805	0.3496709796
806	0.3496466321
807	0.3496117771
808	0.3495995212
809	0.3495922845
810	0.3495662293
811	0.3495431573
812	0.3495248764
813	0.3494957089
814	0.3494880371
815	0.3494847342
816	0.3494805899
817	0.3494510989
818	0.349415067
819	0.3493902053
820	0.3493596992
821	0.3493384545
822	0.349312713
823	0.3492973225
824	0.3492906663
825	0.3492706906
826	0.3492635987
827	0.349255609
828	0.3492216172
829	0.3491987883
830	0.3491735552
831	0.3491616321
832	0.349148027
833	0.3491310884
834	0.3491087556
835	0.349100514
836	0.3490893816
837	0.3490564927
838	0.3490413287
839	0.3490171919
840	0.3490031557
841	0.3490006817
842	0.3489921278
843	0.3489864687
844	0.3489653935
845	0.3489400081
846	0.3489207483
847	0.3488982589
848	0.3488850449
849	0.3488688701
850	0.3488583401
851	0.3488229158
852	0.3487741592
853	0.3487472666
854	0.3487167296
855	0.3487030832
856	0.348697638
857	0.3486912851
858	0.3486881252
859	0.3486642103
860	0.3486569379
861	0.3486445442
862	0.3486264014
863	0.3485984724
864	0.3485631898
865	0.348552808
866	0.3485078594
867	0.3484878546
868	0.348484991
869	0.3484551773
870	0.3484345617
871	0.3484126646
872	0.3483641507
873	0.3483481524
874	0.3483406039
875	0.3483243017
876	0.348312653
877	0.3483037517
878	0.3483012856
879	0.3482781148
880	0.3482497324
881	0.3482233888
882	0.3481981758
883	0.34819403
884	0.3481877789
885	0.3481573721
886	0.348135454
887	0.3481268982
888	0.3481074133
889	0.34809654
890	0.3480808041
891	0.3480587628
892	0.3480384281
893	0.3480052083
894	0.3479748449
895	0.3479719317
896	0.3479658804
897	0.3479405613
898	0.3479321598
899	0.3479114435
900	0.347902161
901	0.3478853635
902	0.3478803864
903	0.3478582343
904	0.3478384165
905	0.3478356494
906	0.3478276527
907	0.3477966218
908	0.3477907442
909	0.3477760615
910	0.3477634219
911	0.3477527623
912	0.3477277234
913	0.3476971036
914	0.3476907348
915	0.3476740901
916	0.3476530622
917	0.3476195908
918	0.3475987174
919	0.3475896113
920	0.3475749496
921	0.3475726515
922	0.3475666951
923	0.3475321564
924	0.3475168384
925	0.3474855184
926	0.3474703707
927	0.3474464198
928	0.3474317702
929	0.3474141654
930	0.3473980269
931	0.3473875948
932	0.3473640601
933	0.3473503303
934	0.3473411586
935	0.3473223947
936	0.3472953997
937	0.3472747343
938	0.3472613067
939	0.3472420107
940	0.3472040889
941	0.3471822391
942	0.3471550955
943	0.3471207781
944	0.3471143831
945	0.347107134
946	0.3471026255
947	0.347075279
948	0.3470490916
949	0.3470220057
950	0.3469701024
951	0.3469368653
952	0.3469211439
953	0.3469189281
954	0.3468976975
955	0.3468744906
956	0.3468667498
957	0.3468508713
958	0.3468492943
959	0.3468403479
960	0.3468323404
961	0.3468252806
962	0.3468141477
963	0.3468077629
964	0.3468020581
965	0.3467927095
966	0.3467833415
967	0.3467727254
968	0.3467594764
969	0.3467345094
970	0.3467217253
971	0.346693007
972	0.3466765901
973	0.3466713261
974	0.3466669634
975	0.3466462914
976	0.3466199439
977	0.3466122101
978	0.3465890542
979	0.3465750173
980	0.3465631435
981	0.3465574865
982	0.3465282061
983	0.3465073114
984	0.3464681361
985	0.3464558603
986	0.3464461139
987	0.3464446128
988	0.3464303537
989	0.3464077071
990	0.3463897022
991	0.3463657948
992	0.3463473067
993	0.3463413977
994	0.346336467
995	0.3463191618
996	0.3462847678
997	0.346260141
998	0.3462308981
999	0.3462111075
